LABID,BAPS2_1092,NewBaps,Genome.Set,Pathogen,Serotype.x,Source,Year,ErmB,ErmG,ErmT,linB,lnuB,lnuC,lsaE,vgaLC,mefA,mel,parC,tet44,tetM,tetO,tetW,tet40,tetL,tetOW32O,ANT4Ib,ANT6Ia,ANT6Ib,ANT6Ib1,ANT9Ia,APH3IIIa,ANT1,aadE1,aadE2,dfr:1,dfr:2,dfrF,dfrK,folP,cat1,blaZ,pbp2B,pbp2X:1,pbp2X:2,pbp2X:3,mraY
LSS5,18,4,Lola_UK,UNKNOWN,2,Pig,2010,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no
LSS50,18,4,Lola_UK,UNKNOWN-SYS_DISEASE,2,Pig,2011,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
LSS51,18,4,Lola_UK,UNKNOWN-SYS_DISEASE,2,Pig,2011,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
LSS52,5,21,Lola_UK,UNKNOWN-SYS_DISEASE,19,Pig,2011,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,yes,no,no,no,yes
LSS54,5,21,Lola_UK,NON-CLINICAL,NA,Pig,2011,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no
LSS55,7,14,Lola_UK,NON-CLINICAL,9,Pig,2011,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
LSS56,24,28,Lola_UK,UNKNOWN-SYS_DISEASE,7 (+3 partial),Pig,2011,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
LSS57,6,9,Lola_UK,NON-CLINICAL,NA,Pig,2011,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no
LSS58,6,9,Lola_UK,NON-CLINICAL,31,Pig,2011,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no
LSS59,6,9,Lola_UK,NON-CLINICAL,10,Pig,2011,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no
LSS60,6,9,Lola_UK,NON-CLINICAL,31,Pig,2011,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no
LSS61,21,25,Lola_UK,NON-CLINICAL,1/2,Pig,2011,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
LSS62,18,4,Lola_UK,NON-CLINICAL,2,Pig,2011,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
LSS63,18,4,Lola_UK,NON-CLINICAL,2,Pig,2011,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
LSS64,5,21,Lola_UK,NON-CLINICAL,21,Pig,2011,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,yes,no,no,no,no
LSS65,6,9,Lola_UK,NON-CLINICAL,10,Pig,2011,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no
LSS66,6,9,Lola_UK,UNKNOWN-SYS_DISEASE,9,Pig,2011,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no
LSS67,34,5,Lola_UK,NON-CLINICAL,8,Pig,2011,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
LSS68,34,5,Lola_UK,NON-CLINICAL,8,Pig,2011,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,no
LSS70,34,5,Lola_UK,NON-CLINICAL,9,Pig,2011,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
LSS71,21,25,Lola_UK,NON-CLINICAL,1/2,Pig,2011,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
LSS72,21,26,Lola_UK,NON-CLINICAL,1 and 3,Pig,2011,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
LSS73,1,1,Lola_UK,UNKNOWN-SYS_DISEASE,3,Pig,2011,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
LSS74,1,1,Lola_UK,UNKNOWN-SYS_DISEASE,3,Pig,2011,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
LSS75,6,9,Lola_UK,NON-CLINICAL,31,Pig,2011,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no
LSS76,34,5,Lola_UK,NON-CLINICAL,8 (+2 partial),Pig,2011,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
LSS77,21,26,Lola_UK,NON-CLINICAL,1 and 4,Pig,2011,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
LSS78,6,10,Lola_UK,NON-CLINICAL,12,Pig,2011,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no
LSS79,6,10,Lola_UK,NON-CLINICAL,15(+19 partial),Pig,2011,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
LSS8,9,8,Lola_UK,UNKNOWN,16,Pig,2010,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
LSS80,6,9,Lola_UK,NON-CLINICAL,31,Pig,2011,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,yes,no,no,no,no
LSS81,6,10,Lola_UK,NON-CLINICAL,15,Pig,2011,no,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
LSS82,9,13,Lola_UK,NON-CLINICAL,16,Pig,2011,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
LSS83,24,28,Lola_UK,NON-CLINICAL,7,Pig,2011,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
LSS84,24,28,Lola_UK,NON-CLINICAL,7,Pig,2011,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
LSS85,24,28,Lola_UK,NON-CLINICAL,7,Pig,2011,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
LSS86,21,26,Lola_UK,NON-CLINICAL,1 + 5,Pig,2011,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
LSS87,21,26,Lola_UK,UNKNOWN-SYS_DISEASE,1 + 6,Pig,2011,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
LSS88,5,21,Lola_UK,NON-CLINICAL,NA,Pig,2011,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no
LSS89,34,5,Lola_UK,NON-CLINICAL,8,Pig,2011,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
LSS9,9,8,Lola_UK,NON-CLINICAL,10,Pig,2010,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no
LSS90,6,9,Lola_UK,NON-CLINICAL,31,Pig,2011,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
LSS91,13,8,Lola_UK,NON-CLINICAL,6,Pig,2011,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
LSS92,12,8,Lola_UK,NON-CLINICAL,9,Pig,2011,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no
LSS94,34,5,Lola_UK,NON-CLINICAL,4,Pig,2011,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
LSS95,6,10,Lola_UK,NON-CLINICAL,11,Pig,2011,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no
LSS96,6,10,Lola_UK,NON-CLINICAL,11,Pig,2011,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,yes
LSS97,18,4,Lola_UK,UNKNOWN-SYS_DISEASE,2,Pig,2011,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
LSS98,18,4,Lola_UK,UNKNOWN-SYS_DISEASE,2,Pig,2011,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
LSS99,5,21,Lola_UK,UNKNOWN,NA,Pig,2011,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,no,yes,yes,no,no,yes
SS1000,24,28,Lola_UK,RESP,7,Pig,2010,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
SS1001,18,4,Lola_UK,SYS-OTHER,2,Pig,2010,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS1002,18,4,Lola_UK,SYS-BRAIN,2,Pig,2010,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS1004,18,4,Lola_UK,SYS-OTHER,2,Pig,2010,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no
SS1005,22,24,Lola_UK,RESP,3,Pig,2010,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS1006,18,4,Lola_UK,UNKNOWN-SYS_DISEASE,2,Pig,2010,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS1007,24,28,Lola_UK,SYS-BRAIN,7,Pig,2010,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS1008,18,4,Lola_UK,SYS-BRAIN,2,Pig,2010,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
SS1009,21,25,Lola_UK,RESP,1/2,Pig,2010,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS1010,18,4,Lola_UK,SYS-OTHER,2,Pig,2010,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS1011,18,4,Lola_UK,SYS-BRAIN,1,Pig,2011,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS1012,18,4,Lola_UK,SYS-BRAIN,2,Pig,2010,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS1013,5,21,Lola_UK,RESP,NA,Pig,2011,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,yes,yes,yes
SS1014,22,24,Lola_UK,RESP,3,Pig,2011,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS1015,22,24,Lola_UK,RESP,3,Pig,2010,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS1016,34,5,Lola_UK,RESP,8,Pig,2010,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS1017,18,4,Lola_UK,RESP,2,Pig,2010,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS1018,24,28,Lola_UK,RESP,7,Pig,2010,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS1021,22,24,Lola_UK,RESP,3,Pig,2010,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS1022,6,10,Lola_UK,RESP,7,Pig,2010,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS1023,18,4,Lola_UK,SYS-OTHER,2,Pig,2010,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS1024,18,4,Lola_UK,SYS-BRAIN,2,Pig,2010,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS1025,18,4,Lola_UK,RESP,2,Pig,2010,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS1026,18,4,Lola_UK,SYS-BRAIN,2,Pig,2010,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS1027,18,4,Lola_UK,RESP,14,Pig,2010,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS1028,6,9,Lola_UK,SYS-BRAIN,4,Pig,2010,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no
SS1029,18,4,Lola_UK,SYS-OTHER,14,Pig,2010,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS1030,22,24,Lola_UK,UNKNOWN-SYS_DISEASE,3,Pig,2010,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS1032,18,4,Lola_UK,SYS-OTHER,2,Pig,2010,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS1033,18,4,Lola_UK,SYS-BRAIN,1,Pig,2010,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS1035,21,26,Lola_UK,SYS-BRAIN,8,Pig,2010,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS1036,18,4,Lola_UK,SYS-OTHER,2,Pig,2010,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS1037,34,5,Lola_UK,RESP,8,Pig,2010,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
SS1038,18,4,Lola_UK,SYS-BRAIN,1,Pig,2010,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS1039,18,4,Lola_UK,SYS-OTHER,1,Pig,2010,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS1040,1,1,Lola_UK,RESP,4,Pig,2010,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS1041,1,1,Lola_UK,RESP,4,Pig,2010,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS1042,1,1,Lola_UK,RESP,4,Pig,2010,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS1043,21,26,Lola_UK,RESP,1/2,Pig,2010,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS1048,34,5,Lola_UK,RESP,4,Pig,2010,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS1051,24,28,Lola_UK,SYS-BRAIN,7,Pig,2010,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS1052,34,5,Lola_UK,RESP,3,Pig,2010,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS1053,26,27,Lola_UK,SYS-BRAIN,2,Pig,2010,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS1054,18,4,Lola_UK,SYS-OTHER,2,Pig,NA,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS1055,18,4,Lola_UK,SYS-BRAIN,2,Pig,2010,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS1056,6,9,Lola_UK,SYS-OTHER,8,Pig,2010,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no
SS1057,22,24,Lola_UK,RESP,3,Pig,2010,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS1058,18,4,Lola_UK,UNKNOWN-SYS_DISEASE,1,Pig,2010,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS1061,34,5,Lola_UK,RESP,8,Pig,2010,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS1062,7,11,Lola_UK,RESP,15,Pig,2010,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no
SS1063,18,4,Lola_UK,SYS-BRAIN,2,Pig,2010,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS1064,26,27,Lola_UK,RESP,2,Pig,2010,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS1065,18,4,Lola_UK,SYS-BRAIN,2,Pig,2010,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS1066,18,4,Lola_UK,SYS-BRAIN,2,Pig,2010,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS1067,8,13,Lola_UK,SYS-OTHER,16,Pig,2010,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS1070,18,4,Lola_UK,SYS-BRAIN,2,Pig,2010,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS1072,18,4,Lola_UK,SYS-BRAIN,2,Pig,2010,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS1073,18,4,Lola_UK,SYS-BRAIN,1/2,Pig,2010,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS967,34,5,Lola_UK,UNKNOWN-SYS_DISEASE,4,Pig,2010,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
SS969,18,4,Lola_UK,RESP,2,Pig,2010,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS970,18,4,Lola_UK,SYS-BRAIN,2,Pig,2010,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS972,18,4,Lola_UK,SYS-BRAIN,2,Pig,2010,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS973,18,4,Lola_UK,SYS-BRAIN,2,Pig,2010,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS974,21,25,Lola_UK,SYS-OTHER,2,Pig,2010,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
SS975,6,9,Lola_UK,RESP,NA,Pig,2010,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no
SS976,18,4,Lola_UK,SYS-BRAIN,2,Pig,2010,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS979,18,4,Lola_UK,SYS-OTHER,14,Pig,2010,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS981,12,8,Lola_UK,SYS-BRAIN,NA,Pig,2010,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
SS982,18,4,Lola_UK,SYS-OTHER,14,Pig,2010,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
