LABID,BAPS2_1092,NewBaps,Genome.Set,Pathogen,Serotype.x,Source,Year,ErmB,ErmG,ErmT,linB,lnuB,lnuC,lsaE,vgaLC,mefA,mel,parC,tet44,tetM,tetO,tetW,tet40,tetL,tetOW32O,ANT4Ib,ANT6Ia,ANT6Ib,ANT6Ib1,ANT9Ia,APH3IIIa,ANT1,aadE1,aadE2,dfr:1,dfr:2,dfrF,dfrK,folP,cat1,blaZ,pbp2B,pbp2X:1,pbp2X:2,pbp2X:3,mraY
SS983,18,4,Lola_UK,SYS-OTHER,1,Pig,2010,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS985,9,8,Lola_UK,UNKNOWN,NA,Pig,2010,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
SS986,7,11,Lola_UK,RESP,12,Pig,2010,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no
SS987,18,4,Lola_UK,SYS-OTHER,1,Pig,2010,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS989,21,26,Lola_UK,RESP,2,Pig,2010,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS991,18,4,Lola_UK,SYS-BRAIN,2,Pig,2010,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS992,18,4,Lola_UK,RESP,2,Pig,2010,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS993,5,21,Lola_UK,NON-CLINICAL,NA,Pig,2010,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,yes,no,no,no,no
SS994,18,4,Lola_UK,SYS-BRAIN,2,Pig,2010,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS995,18,4,Lola_UK,SYS-OTHER,14,Pig,2010,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS996,21,26,Lola_UK,RESP,1/2,Pig,2010,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS997,6,9,Lola_UK,RESP,8,Pig,2010,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
SS998,18,4,Lola_UK,RESP,2,Pig,2010,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
SS999,1,1,Lola_UK,RESP,3,Pig,2010,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS001,18,4,RCUK_APHA,UNKNOWN,2,Pig,NA,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS002,18,4,RCUK_APHA,UNKNOWN,2,Pig,NA,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS003,24,28,RCUK_APHA,UNKNOWN,NA,Pig,NA,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no
TMW_SS004,32,5,RCUK_APHA,UNKNOWN,8,Pig,NA,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS005,23,26,RCUK_APHA,RESP,1/2,Pig,2013,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS006,18,4,RCUK_APHA,SYS-OTHER,2,Pig,2013,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS007,18,4,RCUK_APHA,SYS-BRAIN,2,Pig,2013,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS008,6,9,RCUK_APHA,UNKNOWN,9,Pig,2013,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,yes
TMW_SS009,26,27,RCUK_APHA,RESP,2,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
TMW_SS010,18,4,RCUK_APHA,RESP,2,Pig,2013,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS011,18,4,RCUK_APHA,RESP,14,Pig,2013,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
TMW_SS012,6,10,RCUK_APHA,UNKNOWN,NA,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
TMW_SS013,24,28,RCUK_APHA,SYS-OTHER,7,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS014,24,28,RCUK_APHA,UNKNOWN,7,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS015,18,4,RCUK_APHA,UNKNOWN,2,Pig,2013,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no
TMW_SS016,18,4,RCUK_APHA,UNKNOWN,2,Pig,2013,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS017,18,4,RCUK_APHA,UNKNOWN,14,Pig,2013,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS018,32,5,RCUK_APHA,RESP,8,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS019,18,4,RCUK_APHA,UNKNOWN,14,Pig,2013,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS020,9,13,RCUK_APHA,UNKNOWN,NA,Pig,2013,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no
TMW_SS022,18,4,RCUK_APHA,SYS-BRAIN,2,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS023,18,4,RCUK_APHA,SYS-OTHER,1,Pig,2013,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS024,6,10,RCUK_APHA,UNKNOWN,NA,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
TMW_SS025,18,4,RCUK_APHA,UNKNOWN,2,Pig,NA,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS026,22,24,RCUK_APHA,UNKNOWN,3,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS027,32,5,RCUK_APHA,UNKNOWN,8,Pig,2013,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
TMW_SS029,6,10,RCUK_APHA,UNKNOWN,NA,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS031,18,4,RCUK_APHA,UNKNOWN,1,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS032,22,24,RCUK_APHA,UNKNOWN,3,Pig,2013,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS033,23,25,RCUK_APHA,UNKNOWN,1/2,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no
TMW_SS034,6,9,RCUK_APHA,UNKNOWN,NA,Pig,2013,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no
TMW_SS035,6,9,RCUK_APHA,UNKNOWN,NA,Pig,2013,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no
TMW_SS036,23,26,RCUK_APHA,UNKNOWN,1/2,Pig,2013,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS037,6,9,RCUK_APHA,UNKNOWN,NA,Pig,2013,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no
TMW_SS038,18,4,RCUK_APHA,UNKNOWN,2,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS039,18,4,RCUK_APHA,UNKNOWN,2,Pig,2013,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS040,18,4,RCUK_APHA,SYS-BRAIN,2,Pig,2013,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS041,32,5,RCUK_APHA,UNKNOWN,3,Pig,2013,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS042,32,5,RCUK_APHA,UNKNOWN,4,Pig,2013,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
TMW_SS043,18,4,RCUK_APHA,RESP,2,Pig,2014,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS044,23,26,RCUK_APHA,UNKNOWN,1/2,Pig,2014,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS045,6,9,RCUK_APHA,UNKNOWN,NA,Pig,2014,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no
TMW_SS046,23,26,RCUK_APHA,UNKNOWN,1/2,Pig,2014,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS047,23,26,RCUK_APHA,UNKNOWN,2,Pig,NA,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
TMW_SS048,23,26,RCUK_APHA,RESP,2,Pig,2014,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS049,18,4,RCUK_APHA,UNKNOWN,2,Pig,2014,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
TMW_SS051,24,28,RCUK_APHA,UNKNOWN,NA,Pig,2014,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
TMW_SS052,24,28,RCUK_APHA,UNKNOWN,NA,Pig,2014,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
TMW_SS053,23,26,RCUK_APHA,UNKNOWN,1/2,Pig,2014,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS054,6,10,RCUK_APHA,UNKNOWN,28,Pig,2014,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS055,18,4,RCUK_APHA,UNKNOWN,2,Pig,2014,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS056,23,26,RCUK_APHA,UNKNOWN,2,Pig,2014,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS057,23,26,RCUK_APHA,UNKNOWN,2,Pig,2014,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
TMW_SS058,18,4,RCUK_APHA,UNKNOWN,2,Pig,NA,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS059,18,4,RCUK_APHA,SYS-BRAIN,1,Pig,2014,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS060,18,4,RCUK_APHA,SYS-BRAIN,2,Pig,2014,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS061,18,4,RCUK_APHA,SYS-OTHER,2,Pig,2014,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS062,18,4,RCUK_APHA,UNKNOWN,2,Pig,2014,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS063,32,5,RCUK_APHA,UNKNOWN,8,Pig,2014,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
TMW_SS064,32,5,RCUK_APHA,UNKNOWN,8,Pig,2014,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
TMW_SS065,32,5,RCUK_APHA,UNKNOWN,5,Pig,2014,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no
TMW_SS066,3,2,RCUK_APHA,UNKNOWN,NA,Pig,2014,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no
TMW_SS069,18,4,RCUK_APHA,UNKNOWN,2,Pig,2014,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS070,1,1,RCUK_APHA,RESP,4,Pig,2014,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS071,18,4,RCUK_APHA,SYS-BRAIN,2,Pig,2014,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS072,24,28,RCUK_APHA,UNKNOWN,7,Pig,2014,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no
TMW_SS073,32,5,RCUK_APHA,RESP,8,Pig,2014,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS074,32,5,RCUK_APHA,RESP,NA,Pig,2014,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no
TMW_SS075,9,8,RCUK_APHA,UNKNOWN,NA,Pig,2014,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no
TMW_SS076,32,5,RCUK_APHA,RESP,8,Pig,2014,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
TMW_SS077,18,4,RCUK_APHA,UNKNOWN,14,Pig,2014,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
TMW_SS078,6,9,RCUK_APHA,UNKNOWN,NA,Pig,2014,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no
TMW_SS079,18,4,RCUK_APHA,RESP,2,Pig,2014,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS080,24,28,RCUK_APHA,UNKNOWN,7,Pig,2014,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS081,18,4,RCUK_APHA,SYS-BRAIN,2,Pig,2014,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS082,32,5,RCUK_APHA,RESP,8,Pig,2014,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
TMW_SS083,18,4,RCUK_APHA,SYS-BRAIN,2,Pig,2014,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS084,23,25,RCUK_APHA,UNKNOWN,1/2,Pig,NA,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS085,23,25,RCUK_APHA,UNKNOWN,1/2,Pig,2014,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS086,6,10,RCUK_APHA,SYS-BRAIN,14,Pig,2014,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS087,24,28,RCUK_APHA,UNKNOWN,NA,Pig,2014,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no
TMW_SS089,18,4,RCUK_APHA,UNKNOWN,2,Pig,2014,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS090,18,4,RCUK_APHA,SYS-BRAIN,14,Pig,2014,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS091,5,21,RCUK_APHA,UNKNOWN,29,Pig,2014,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,yes,yes,no,no,no
TMW_SS092,24,28,RCUK_APHA,UNKNOWN,NA,Pig,2014,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS093,18,4,RCUK_APHA,SYS-OTHER,2,Pig,2014,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS094,32,5,RCUK_APHA,UNKNOWN,8,Pig,2014,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
TMW_SS095,23,25,RCUK_APHA,UNKNOWN,1/2,Pig,2014,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS096,18,4,RCUK_APHA,SYS-BRAIN,2,Pig,2014,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS097,18,4,RCUK_APHA,UNKNOWN,1,Pig,2014,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS098,23,25,RCUK_APHA,UNKNOWN,2,Pig,NA,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS099,18,4,RCUK_APHA,SYS-OTHER,2,Pig,2014,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS100,23,25,RCUK_APHA,RESP,1/2,Pig,2014,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS101,23,25,RCUK_APHA,UNKNOWN,2,Pig,2014,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS102,18,4,RCUK_APHA,UNKNOWN,2,Pig,2014,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS103,18,4,RCUK_APHA,UNKNOWN,14,Pig,2014,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS104,18,4,RCUK_APHA,SYS-BRAIN,2,Pig,2014,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no
TMW_SS105,23,25,RCUK_APHA,UNKNOWN,1/2,Pig,2014,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
TMW_SS106,30,12,RCUK_APHA,NON-CLINICAL,28,Pig,2015,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no
TMW_SS107,30,12,RCUK_APHA,NON-CLINICAL,28,Pig,2015,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no
TMW_SS108,7,11,RCUK_APHA,NON-CLINICAL,NA,Pig,2015,yes,no,no,yes,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no
TMW_SS109,7,11,RCUK_APHA,NON-CLINICAL,NA,Pig,2015,yes,no,no,yes,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no
