"LABID","PT","Penicillin","Amoxicillin","Meropenem","Cefotaxime","Ceftriaxone","Cefuroxime"
"20152917","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2012213946","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2010220104","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2009207275","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"20152901","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2012217274","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2012215805","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2013226872","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"20153479","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"20154774","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2013216323","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2014203834","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2013219859","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2013222062","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2013219479","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2013226345","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2009210882","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2009215139","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"5808-04","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2009215690","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2013221820","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2012212663","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"20153857","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"20154360","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2013218429","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2010205248","2-0-6",0.06,0.03,0.06,0.06,0.5,0.5
"2010206334","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2010220110","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2012219972","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2014202160","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2009215608","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2013226323","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2012220659","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2012224889","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2012215622","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2012225592","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"20151518","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"20151640","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2010208330","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2009215670","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2010200679","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2014202148","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"20152726","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"20153240","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2008227920","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2010206325","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2012218036","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"20154468","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"20152629","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"4268-07","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2009210224","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"20154589","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2010216221","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"20152961","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"20154351","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2009206439","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2013219534","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"20153286","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"3666-06","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"20153284","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2012211697","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"20152806","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"20153016","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2009214410","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2009209140","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2013226318","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"20152675","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"20152278","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2013202261","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2012220352","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"20153023","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2009215743","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2012220420","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2014203082","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2013202624","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2010216137","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2009205600","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"20153293","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"20152951","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2009209487","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"5090-06","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2009212866","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2013208527","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2013213726","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2014203857","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2014202554","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2013210866","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"20152922","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2012215849","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"2013218081","2-0-6",0.03,0.03,0.06,0.06,0.5,0.5
"20154860","2-0-66",0.03,0.03,0.06,0.06,0.5,0.5
"20154286","2-0-9",0.03,0.03,0.06,0.06,0.5,0.5
"2013201331","2-12-2",0.06,0.06,0.06,0.06,0.5,0.5
"2010203365","2-16-40",0.25,0.5,0.12,0.25,0.5,0.5
"2014205018","2-2-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013222011","2-20-6",0.03,0.03,0.06,0.06,0.5,0.5
"2009211969","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009215685","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153288","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154476","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154442","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013208713","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"2012217987","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152697","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154241","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152648","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"20151637","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009210961","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"2012217854","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009218318","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009212847","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013205799","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153423","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153012","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153271","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"20151626","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"2012220662","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"2012215624","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009212708","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"4295-05","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"2012215453","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009218379","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153025","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"7565-07","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013209090","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152706","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013206215","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153270","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013218180","2-3-2",0.03,0.06,0.06,0.06,0.5,0.5
"2009212786","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153037","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152268","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153252","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153476","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152258","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009206428","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153141","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013202396","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152240","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013212843","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152269","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153858","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"2012216057","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153474","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154588","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154471","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009211244","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154515","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013214882","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154345","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153461","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013219299","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"20151517","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"3192-07","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"20151617","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"2014202035","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154485","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152714","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009215635","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154252","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009216680","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152658","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013213837","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152809","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013210938","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"20153392","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152223","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010210051","2-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013207681","2-4-0",0.03,0.03,0.06,0.06,0.5,0.5
"2010223357","2-4-0",0.03,0.03,0.06,0.06,0.5,0.5
"2013218767","2-4-0",0.03,0.06,0.06,0.06,0.5,0.5
"20153416","2-4-0",0.03,0.03,0.06,0.06,0.5,0.5
"20152702","2-4-0",0.03,0.03,0.06,0.06,0.5,0.5
"2010200836","2-4-0",0.03,0.03,0.06,0.06,0.5,0.5
"2009210929","2-4-0",0.03,0.06,0.06,0.06,0.5,0.5
"2013214888","2-4-0",0.03,0.03,0.06,0.06,0.5,0.5
"20153417","2-4-0",0.03,0.03,0.06,0.06,0.5,0.5
"2013212823","2-4-0",0.03,0.03,0.06,0.06,0.5,0.5
"2014200801","2-4-0",0.03,0.03,0.06,0.06,0.5,0.5
"2014204010","2-4-0",0.03,0.03,0.06,0.06,0.5,0.5
"20153457","2-4-0",0.03,0.03,0.06,0.06,0.5,0.5
"2012224895","2-4-0",0.03,0.03,0.06,0.06,0.5,0.5
"2013208538","2-4-0",0.03,0.03,0.06,0.06,0.5,0.5
"8162-07","2-4-0",0.03,0.03,0.06,0.06,0.5,0.5
"2012214435","2-4-0",0.03,0.03,0.06,0.06,0.5,0.5
"5993-07","2-4-0",0.03,0.03,0.06,0.06,0.5,0.5
"2012221320","2-4-0",0.03,0.03,0.06,0.06,0.5,0.5
"7726-03","2-4-0",0.03,0.03,0.06,0.06,0.5,0.5
"20152193","2-4-0",0.03,0.03,0.06,0.06,0.5,0.5
"2010200830","2-4-0",0.03,0.03,0.06,0.06,0.5,0.5
"2014203848","2-4-0",0.03,0.03,0.06,0.06,0.5,0.5
"20154283","2-4-0",0.03,0.03,0.06,0.06,0.5,0.5
"2009216946","2-4-0",0.03,0.03,0.06,0.06,0.5,0.5
"2012214951","2-4-0",0.03,0.03,0.06,0.06,0.5,0.5
"20153418","2-4-0",0.03,0.03,0.06,0.06,0.5,0.5
"2014202556","2-4-0",0.03,0.03,0.06,0.06,0.5,0.5
"4404-05","2-4-0",0.03,0.03,0.06,0.06,0.5,0.5
"2013208509","2-4-0",0.03,0.03,0.06,0.06,0.5,0.5
"2009218212","2-4-0",0.03,0.03,0.06,0.06,0.5,0.5
"2013215520","2-4-0",0.03,0.03,0.06,0.06,0.5,0.5
"20153236","2-4-0",0.03,0.03,0.06,0.06,0.5,0.5
"2013206355","2-4-0",0.03,0.03,0.06,0.06,0.5,0.5
"2010200681","2-4-0",0.03,0.03,0.06,0.06,0.5,0.5
"2010209976","2-4-0",0.03,0.06,0.06,0.06,0.5,0.5
"2013224419","2-4-0",0.03,0.03,0.06,0.06,0.5,0.5
"5911-99","2-4-0",0.03,0.03,0.06,0.06,0.5,0.5
"20153196","2-4-10",0.03,0.03,0.06,0.06,0.5,0.5
"20152955","2-4-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010205406","2-4-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009212862","2-4-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152828","2-4-3",0.03,0.03,0.06,0.06,0.5,0.5
"20154339","2-4-4",0.03,0.03,0.06,0.06,0.5,0.5
"2013218240","2-4-4",0.03,0.03,0.06,0.06,0.5,0.5
"2010208354","2-4-4",0.03,0.03,0.06,0.06,0.5,0.5
"20152923","2-4-4",0.03,0.03,0.06,0.06,0.5,0.5
"4336-05","2-4-4",0.03,0.03,0.06,0.06,0.5,0.5
"2010209973","2-4-4",0.03,0.03,0.06,0.06,0.5,0.5
"2013208537","2-4-41",0.03,0.06,0.06,0.06,0.5,0.5
"2010206379","2-4-41",0.03,0.06,0.06,0.06,0.5,0.5
"20154453","2-4-6",0.03,0.03,0.06,0.06,0.5,0.5
"20153224","2-4-6",0.03,0.03,0.06,0.06,0.5,0.5
"20153226","2-4-6",0.03,0.03,0.06,0.06,0.5,0.5
"20153030","2-4-6",0.03,0.03,0.06,0.06,0.5,0.5
"20154506","2-4-6",0.03,0.03,0.06,0.06,0.5,0.5
"20152894","2-4-6",0.03,0.03,0.06,0.06,0.5,0.5
"20154335","2-4-6",0.03,0.03,0.06,0.06,0.5,0.5
"2014200864","2-4-6",0.03,0.06,0.06,0.06,0.5,0.5
"20152807","2-4-6",0.03,0.03,0.06,0.06,0.5,0.5
"2012221324","2-4-6",0.03,0.03,0.06,0.06,0.5,0.5
"20152969","2-4-6",0.03,0.03,0.06,0.06,0.5,0.5
"2009208015","2-4-6",0.03,0.03,0.06,0.06,0.5,0.5
"20151901","2-4-6",0.03,0.03,0.06,0.06,0.5,0.5
"2013215464","2-4-6",0.03,0.03,0.06,0.06,0.5,0.5
"20154668","2-4-6",0.03,0.03,0.06,0.06,0.5,0.5
"20152956","2-4-6",0.03,0.03,0.06,0.06,0.5,0.5
"20153307","2-4-6",0.03,0.03,0.06,0.06,0.5,0.5
"20152218","2-4-6",0.03,0.03,0.06,0.06,0.5,0.5
"2012214908","2-44-2",0.03,0.03,0.06,0.06,0.5,0.5
"2012222475","2-6-0",0.03,0.03,0.06,0.06,0.5,0.5
"20152998","2-6-0",0.03,0.03,0.06,0.06,0.5,0.5
"20153256","2-6-0",0.03,0.03,0.06,0.06,0.5,0.5
"20152891","2-6-0",0.03,0.03,0.06,0.06,0.5,0.5
"20154366","2-6-0",0.03,0.03,0.06,0.06,0.5,0.5
"2012225724","2-6-0",0.03,0.03,0.06,0.06,0.5,0.5
"20153220","2-6-0",0.03,0.03,0.06,0.06,0.5,0.5
"20154503","2-6-0",0.03,0.03,0.06,0.06,0.5,0.5
"2010205338","2-6-0",0.03,0.03,0.06,0.06,0.5,0.5
"2013209135","2-6-0",0.03,0.03,0.06,0.06,0.5,0.5
"20152272","2-6-0",0.03,0.03,0.06,0.06,0.5,0.5
"20154773","2-6-0",0.03,0.03,0.06,0.06,0.5,0.5
"2013227863","2-6-0",0.03,0.03,0.06,0.06,0.5,0.5
"2013211431","2-6-0",0.03,0.03,0.06,0.06,0.5,0.5
"2012220500","2-6-0",0.03,0.03,0.06,0.06,0.5,0.5
"20154363","2-6-0",0.03,0.03,0.06,0.06,0.5,0.5
"20152134","2-6-0",0.03,0.03,0.06,0.06,0.5,0.5
"20154495","2-6-0",0.03,0.03,0.06,0.06,0.5,0.5
"8189-05","2-6-0",0.03,0.03,0.06,0.06,0.5,0.5
"20154359","2-6-0",0.03,0.03,0.06,0.06,0.5,0.5
"20153011","2-6-0",0.03,0.03,0.06,0.06,0.5,0.5
"20154361","2-6-0",0.03,0.03,0.06,0.06,0.5,0.5
"2013205805","2-6-0",0.03,0.03,0.06,0.06,0.5,0.5
"2013205724","2-6-0",0.03,0.03,0.06,0.06,0.5,0.5
"2013212454","2-6-0",0.03,0.03,0.06,0.06,0.5,0.5
"2010216081","2-6-0",0.03,0.03,0.06,0.06,0.5,0.5
"2012215639","2-6-0",0.03,0.03,0.06,0.06,0.5,0.5
"20153294","2-6-0",0.03,0.03,0.06,0.06,0.5,0.5
"20153279","2-6-0",0.03,0.03,0.06,0.06,0.5,0.5
"2013223638","2-6-0",0.03,0.03,0.06,0.06,0.5,0.5
"20153306","2-6-0",0.03,0.03,0.06,0.06,0.5,0.5
"20153138","2-6-0",0.03,0.03,0.06,0.06,0.5,0.5
"2009211112","2-6-0",0.03,0.03,0.06,0.06,0.5,0.5
"2012224859","2-6-0",0.03,0.03,0.06,0.06,0.5,0.5
"20152815","2-6-10",0.03,0.03,0.06,0.06,0.5,0.5
"20152822","2-6-10",0.03,0.03,0.06,0.06,0.5,0.5
"20154521","2-6-10",0.03,0.03,0.06,0.06,0.5,0.5
"20153235","2-6-10",0.03,0.03,0.06,0.06,0.5,0.5
"2013211290","2-6-10",0.03,0.03,0.06,0.06,0.5,0.5
"20152921","2-6-10",0.03,0.03,0.06,0.06,0.5,0.5
"20152252","2-6-10",0.03,0.03,0.06,0.06,0.5,0.5
"20152886","2-6-10",0.03,0.03,0.06,0.06,0.5,0.5
"2009216775","2-6-10",0.03,0.03,0.06,0.06,0.5,0.5
"2012219856","2-6-10",0.03,0.03,0.06,0.06,0.5,0.5
"2009218262","2-6-10",0.03,0.03,0.06,0.06,0.5,0.5
"7073-99","2-6-10",0.03,0.03,0.06,0.06,0.5,0.5
"20154250","2-6-10",0.03,0.03,0.06,0.06,0.5,0.5
"2010207959","2-6-10",0.03,0.03,0.06,0.06,0.5,0.5
"2009214096","2-6-10",0.03,0.03,0.06,0.06,0.5,0.5
"20154451","2-6-2",0.03,0.03,0.06,0.06,0.5,0.5
"2012212205","2-6-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009209280","2-6-38",0.03,0.03,0.06,0.06,0.5,0.5
"2012214919","2-72-6",0.03,0.03,0.06,0.06,0.5,0.5
"20153216","2-78-3",0.03,0.03,0.06,0.06,0.5,0.5
"6042-07","2-78-3",0.03,0.03,0.06,0.06,0.5,0.5
"2013224047","2-9-6",0.03,0.03,0.06,0.06,0.5,0.5
"2013218247","2-9-6",0.03,0.03,0.06,0.06,0.5,0.5
"2013219484","20-18-25",1,0.12,0.12,0.12,0.5,0.5
"2013208587","20-18-35",0.5,0.5,0.12,0.25,0.5,0.5
"2013212247","21-0-3",0.03,0.03,0.06,0.06,0.5,0.5
"2013214893","21-1-1",0.25,0.03,0.06,0.12,0.5,0.5
"2013216690","22-3-2",0.03,0.03,0.06,0.06,0.5,0.5
"20152681","23-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"2009215889","23-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"2012219787","23-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20154347","23-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20154500","23-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20154330","23-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20152948","23-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"20152950","23-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"9556-06","23-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009216739","23-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2008232564","23-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009216755","23-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2009216718","23-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010208298","23-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"7637-04","23-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2014206930","23-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010206305","23-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010216187","23-0-2",0.03,0.03,0.06,0.06,0.5,0.5
"20154275","23-0-3",0.03,0.03,0.06,0.06,0.5,0.5
"2009215863","23-4-0",0.03,0.03,0.06,0.06,0.5,0.5
"2010200804","23-4-0",0.03,0.03,0.06,0.06,0.5,0.5
"2010208317","23-4-2",0.03,0.03,0.06,0.06,0.5,0.5
"2013218411","23-4-2",0.03,0.03,0.06,0.06,0.5,0.5
"2010203159","23-4-21",0.03,0.03,0.06,0.06,0.5,0.5
"2010203161","23-4-21",0.03,0.03,0.06,0.06,0.5,0.5
"7699-04","23-6-5",0.03,0.03,0.06,0.06,0.5,0.5
"2010208407","23-6-5",0.03,0.03,0.06,0.06,0.5,0.5
"2010216328","23-6-5",0.03,0.03,0.06,0.06,0.5,0.5
"2012214377","23-6-5",0.03,0.03,0.06,0.06,0.5,0.5
"20153424","23-81-0",0.03,0.03,0.06,0.06,0.5,0.5
"2014201763","24-22-28",0.25,0.06,0.06,0.12,0.5,0.5
"2013211307","24-27-109",0.5,0.25,0.12,0.5,0.5,2
"20152831","24-27-11",0.25,0.25,0.06,0.06,0.5,0.5
"20152653","24-27-11",0.25,0.25,0.06,0.06,0.5,0.5
"20152253","24-27-11",0.06,0.06,0.06,0.06,0.5,0.5
"20154523","24-27-28",0.25,0.06,0.06,0.12,0.5,0.5
"20152687","24-27-28",0.12,0.06,0.06,0.06,0.5,0.5
"2013206201","24-27-28",0.25,0.06,0.06,0.25,0.5,1
"2009218323","24-27-28",0.25,0.03,0.06,0.06,0.5,0.5
"20152159","24-27-28",0.25,0.03,0.06,0.06,0.5,0.5
"2009218327","24-27-28",0.25,0.03,0.06,0.12,0.5,0.5
"20152957","24-27-28",0.25,0.06,0.06,0.12,0.5,0.5
"20154443","24-27-28",0.25,0.06,0.06,0.12,0.5,0.5
"2012214505","24-27-28",0.25,0.06,0.06,0.06,0.5,0.5
"2010208415","24-27-28",0.03,0.03,0.06,0.06,0.5,0.5
"2009211239","24-27-28",0.25,0.03,0.06,0.25,0.5,0.5
"2009214044","24-27-28",0.25,0.03,0.06,0.12,0.5,0.5
"2012220641","24-27-28",0.03,0.03,0.06,0.06,0.5,0.5
"20153860","24-27-28",0.25,0.06,0.06,0.12,0.5,0.5
"2010205298","24-27-35",0.5,0.25,0.06,0.25,0.5,0.5
"2012210256","24-27-8",0.5,0.5,0.12,1,1,4
"2013201224","24-73-114",0.5,1,0.25,0.5,1,4
"2014207474","25-25-8",2,2,0.5,1,1,4
"2010220126","27-11-8",4,8,1,2,1,4
"2010206717","27-30-8",2,4,1,1,1,4
"2010203932","27-30-8",2,1,0.5,0.5,0.5,4
"2010203149","27-30-8",2,2,1,1,1,4
"2010201630","27-30-8",4,2,1,1,1,4
"9429-06","27-30-8",4,4,1,1,1,4
"2009210956","27-30-8",2,2,0.5,0.5,1,4
"2009210908","27-30-8",2,2,0.5,1,1,4
"2009219216","28-14-36",8,16,1,2,1,4
"2010206278","28-14-36",4,8,1,1,1,4
"2009209134","29-12-26",4,2,0.5,8,4,4
"2010208283","29-12-26",8,2,0.5,8,4,4
"2010200750","29-12-26",4,2,0.5,8,4,4
"2012219021","3-0-0",0.03,0.03,0.06,0.06,0.5,0.5
"2012217990","3-2-5",0.03,0.03,0.06,0.06,0.5,0.5
"20153420","3-2-5",0.03,0.03,0.06,0.06,0.5,0.5
"20152695","3-2-5",0.03,0.03,0.06,0.06,0.5,0.5
"20153198","3-2-5",0.03,0.03,0.06,0.06,0.5,0.5
"20153419","3-2-6",0.03,0.03,0.06,0.06,0.5,0.5
"20153210","3-5-5",0.03,0.03,0.06,0.06,0.5,0.5
"20154665","3-5-5",0.03,0.03,0.06,0.06,0.5,0.5
"20154348","3-5-5",0.03,0.03,0.06,0.06,0.5,0.5
"20152699","3-5-5",0.03,0.03,0.06,0.06,0.5,0.5
"2012212058","3-5-5",0.03,0.03,0.06,0.06,0.5,0.5
"2012218663","3-5-5",0.03,0.03,0.06,0.06,0.5,0.5
"20153264","3-5-5",0.03,0.03,0.06,0.06,0.5,0.5
"2009215663","3-5-5",0.03,0.03,0.06,0.06,0.5,0.5
"20153456","3-5-5",0.03,0.03,0.06,0.06,0.5,0.5
"20152670","3-5-5",0.03,0.03,0.06,0.06,0.5,0.5
"2009217743","3-5-5",0.03,0.03,0.06,0.06,0.5,0.5
"20154469","3-5-5",0.03,0.03,0.06,0.06,0.5,0.5
"2013221606","3-5-5",0.03,0.03,0.06,0.06,0.5,0.5
"20153470","3-5-5",0.03,0.03,0.06,0.06,0.5,0.5
"20152265","3-5-5",0.03,0.03,0.06,0.06,0.5,0.5
"2012224315","3-5-5",0.03,0.03,0.06,0.06,0.5,0.5
"2010209992","3-5-5",0.03,0.03,0.06,0.06,0.5,0.5
"20152152","3-5-5",0.03,0.03,0.06,0.06,0.5,0.5
"20152634","3-5-5",0.03,0.03,0.06,0.06,0.5,0.5
"20152683","3-5-5",0.03,0.03,0.06,0.06,0.5,0.5
"2013217256","3-5-5",0.03,0.03,0.06,0.06,0.5,0.5
"20154270","3-5-5",0.03,0.03,0.06,0.06,0.5,0.5
"20154260","3-5-5",0.03,0.03,0.06,0.06,0.5,0.5
"20154262","3-5-5",0.03,0.03,0.06,0.06,0.5,0.5
