"LABID","PT","D1","D2"
"20152431","2-0-6",-1.4498080314013,-1.20336339786869
"20152432","3-5-5",-1.44980803140095,-1.2033633978684
"20152433","2-3-2",-1.44980803140304,-1.20336339786947
"20152643","1-4-2",-1.44980803140255,-1.20336339786909
"20152655","34-76-7",9.04905943396804,4.39476748797347
"20152678","68-10-11",-0.673426895280512,-0.0671132186986742
"20152680","3-5-5",-1.44980803140111,-1.20336339786857
"20152698","2-0-9",-1.43207760972799,0.170069394914609
"20152819","8-12-36",5.38691097564142,4.37064975515519
"20152909","24-27-131",4.80372055159578,2.0967268001497
"20152916","39-36-130",8.34351685202334,4.35465605946252
"20152970","27-77-8",9.65907420004488,5.42140672221118
"20153021","4-7-133",7.20626634387393,4.44530512393903
"20153203","1-0-0",-1.4498080314013,-1.20336339786849
"20153244","1-2-2",-1.44980803140305,-1.20336339786963
"20153245","4-7-7",6.7806879512047,3.3710525096498
"20153246","0-2-0",-1.44980803140349,-1.20336339786987
"20153248","1-2-2",-1.44980803140152,-1.20336339786885
"20153251","0-0-2",-1.44980803140174,-1.20336339786888
"20153254","1-2-2",-1.44980803140228,-1.20336339786925
"20153255","13-11-36",8.66931393051988,6.06233094107002
"20153257","1-4-2",-1.44980803140195,-1.20336339786901
"20153259","2-0-6",-1.44980803140105,-1.20336339786847
"20153403","7-12-135",2.63290261234294,2.37944090993348
"20153431","2-23-6",-1.44980803140218,-1.20336339786926
"20153432","75-11-16",9.59605621583907,6.57739985053736
"20153448","2-0-2",-1.44980803140288,-1.20336339786966
"20153451","6-7-8",4.70382874864212,4.37797684013007
"20153455","2-4-0",-0.4869445877087,-1.2177105920797
"20153876","2-4-0",-0.486944587708366,-1.21771059208021
"20153877","1-0-0",-1.44980803140154,-1.20336339786873
"20153878","1-0-0",-1.44980803140246,-1.20336339786911
"20153879","1-0-0",-1.44980803140136,-1.20336339786861
"20153880","0-1-1",0.391763637576607,2.03698579471746
"20153881","74-0-77",-0.751973043240741,0.894635353439992
"20153882","2-0-6",-1.44980803140177,-1.20336339786882
"20153883","2-0-2",-1.44980803140326,-1.2033633978698
"20153884","2-0-2",-1.44980803140127,-1.20336339786863
"20153885","1-2-59",-0.486944587707778,-1.2177105920768
"20153886","3-5-5",-1.44980803140312,-1.20336339786983
"20153888","2-0-6",-1.44980803140242,-1.2033633978693
"20153889","2-0-0",-1.44980803140139,-1.2033633978687
"20153890","2-4-6",-1.44980803140123,-1.20336339786866
"20153891","2-6-10",-1.44980803140215,-1.20336339786918
"20153892","0-1-1",-0.400589310802113,1.94264277675412
"20153894","2-0-2",-1.44980803140087,-1.2033633978684
"20153896","1-4-2",-1.44980803140103,-1.2033633978685
"20153897","2-0-0",-1.44980803140436,-1.20336339787031
"20153898","1-0-0",-1.4498080314023,-1.20336339786907
"20153899","3-5-5",-1.44980803140144,-1.20336339786862
"20153900","0-1-1",-0.400589310802227,1.94264277675505
"20153901","4-7-7",7.20626634387404,4.44530512393791
"20153902","4-7-7",7.20626634387213,4.44530512393749
"20153903","0-0-1",-1.44980803140091,-1.20336339786844
"20153904","2-0-6",-1.4498080314033,-1.2033633978698
"20153905","0-0-3",-1.4498080314029,-1.20336339786949
"20153906","3-5-5",-1.44980803140244,-1.20336339786937
"20153907","2-0-0",-0.48694458770832,-1.21771059207743
"20153908","2-0-6",-1.44980803140115,-1.20336339786857
"20153909","19-1-24",1.27945392804841,3.4545932570817
"20153910","2-0-0",-1.44980803140198,-1.20336339786917
"20153911","1-2-2",-1.44980803140325,-1.20336339786993
"20153912","12-0-0",-1.44980803140167,-1.20336339786889
"20153913","24-27-138",3.11215985771675,2.87056132661672
"20153914","0-1-1",-0.400589310795427,1.9426427767528
"20153915","2-3-2",-1.44980803140162,-1.20336339786889
"20153916","2-0-6",-1.44980803140371,-1.20336339786999
"20153917","1-2-2",-1.44980803140132,-1.20336339786855
"20153918","3-5-5",-1.44980803140187,-1.20336339786888
"20153919","2-0-2",-1.44980803140097,-1.20336339786843
"20153921","2-3-2",-1.44980803140117,-1.20336339786854
"20153922","2-0-120",-1.44980803140101,-1.20336339786845
"20153923","23-0-0",-1.44980803140132,-1.20336339786862
"20153924","2-0-2",-1.44980803140431,-1.20336339787039
"20153925","2-6-0",-1.44980803140072,-1.20336339786825
"20153926","0-1-1",-0.40058931080805,1.94264277675628
"20153927","24-27-28",-0.400589310808571,1.94264277675572
"20153928","2-0-2",-1.44980803140323,-1.2033633978698
"20153929","2-0-2",-1.44980803140227,-1.20336339786918
"20153930","2-0-2",-1.44980803140202,-1.20336339786905
"20153931","0-1-1",-0.400589310800484,1.9426427767548
"20153932","3-5-5",-1.44980803140098,-1.20336339786847
"20153933","2-4-6",-1.44980803140106,-1.20336339786849
"20153934","9-0-3",-1.44980803140204,-1.20336339786898
"20153935","1-44-2",-1.4498080314012,-1.20336339786849
"20153936","6-7-8",3.56318054598181,2.74627548303348
"20153937","4-7-7",8.34351685202381,4.35465605945887
"20153938","2-0-6",-1.44980803140164,-1.20336339786888
"20153939","2-4-0",-1.44980803140352,-1.20336339786979
"20153940","15-12-18",8.30580442490935,5.90077048922194
"20153941","12-0-0",-1.44980803140147,-1.20336339786878
"20153942","2-0-6",-1.44980803140103,-1.2033633978685
"20153943","2-0-0",-1.44980803140198,-1.20336339786891
"20153944","12-0-0",-1.44980803140124,-1.2033633978686
"20153945","4-7-7",7.2062663438715,4.44530512393871
"20153946","2-3-2",-1.44980803140136,-1.2033633978687
"20153947","1-0-0",-0.486944587708304,-1.21771059207953
"20153948","0-0-2",-1.44980803140176,-1.203363397869
"20153949","18-83-8",9.07510438180791,5.69091321652256
"20153950","0-1-1",-0.400589310794286,1.94264277675254
"20153951","2-0-6",-1.44980803140269,-1.20336339786941
"20153952","2-6-0",-1.44980803140123,-1.20336339786862
"20153953","19-1-24",1.27945392805536,3.45459325707787
"20153954","2-0-2",-1.44980803140155,-1.20336339786876
"20153955","2-0-0",-1.44980803140331,-1.20336339786978
"20153956","2-3-2",-1.4498080314025,-1.20336339786944
"20153957","3-5-5",-1.44980803140093,-1.20336339786842
"20153958","2-3-2",-1.44980803140342,-1.2033633978697
"20153959","24-27-28",-0.400589310795116,1.94264277675262
"20153960","0-0-0",-1.44980803140108,-1.20336339786847
"20153961","24-27-28",-0.400589310803874,1.94264277675453
"20153962","2-3-2",-1.44980803140198,-1.20336339786908
"20153963","2-0-6",-1.44980803140132,-1.20336339786868
"20153964","2-0-6",-1.44980803140109,-1.20336339786852
"20153965","1-2-2",-1.44980803140125,-1.20336339786868
"20153966","1-2-2",-1.44980803140282,-1.2033633978692
"20153967","2-0-0",-1.4498080314013,-1.20336339786864
"20153968","0-1-1",0.391763637577615,2.03698579471694
"20153969","0-4-2",-1.44980803140109,-1.20336339786849
"20153970","0-4-0",-1.44980803140192,-1.20336339786892
"20153972","23-0-139",-1.47686579157852,-0.216871548116076
"20153973","1-0-0",-1.44980803140145,-1.20336339786867
"20153974","4-7-7",8.34351685202256,4.35465605946259
"20153975","0-0-3",-1.44980803140174,-1.20336339786891
"20153976","2-0-12",-0.486944587709735,-1.21771059208549
"20153977","1-2-59",-0.486944587708156,-1.21771059208014
"20153978","2-4-0",-1.44980803140112,-1.20336339786853
"20153979","13-14-20",9.23576607256555,6.86071471597661
"20153981","19-1-24",1.27945392805601,3.45459325707757
"20153982","2-3-2",-1.4498080314035,-1.20336339786999
"20153983","2-4-6",-1.44980803140132,-1.20336339786864
"20153984","1-2-2",-1.44980803140129,-1.20336339786857
"20153985","0-84-140",-0.863955476294052,1.89228392576409
"20153986","2-6-0",-1.44980803140171,-1.20336339786883
"20153987","2-2-2",-1.44980803140159,-1.2033633978688
"20153988","2-3-2",-1.4498080314008,-1.20336339786826
"20153989","2-6-0",-1.44980803140142,-1.20336339786871
"20153990","1-2-2",-1.44980803140159,-1.20336339786892
"20153991","23-0-0",-1.44980803140239,-1.20336339786925
"20153992","0-0-2",-1.44980803140215,-1.20336339786921
"20153993","0-1-1",-0.10670200925918,2.13601450763438
"20153994","1-2-2",-1.44980803140245,-1.20336339786937
"20153995","0-0-0",-1.44980803140395,-1.20336339787003
"20153996","13-11-16",9.65907420004455,5.42140672220663
"20153997","2-3-2",-1.4498080314014,-1.20336339786868
"20153998","0-1-1",-0.86395547629673,1.89228392576524
"20153999","2-0-2",-1.44980803140236,-1.20336339786937
"20154000","0-29-141",0.100681228886443,1.07816929269571
"20154001","2-0-2",-1.4498080314014,-1.2033633978687
"20154002","0-10-2",-1.44980803140262,-1.20336339786912
"20154243","0-86-80",2.0415951241861,2.0373638574061
"20154266","2-85-9",1.56858851349384,2.06153814717442
"20154364","2-53-77",1.09271870268343,1.17751747179351
"20154367","13-14-144",11.3151985124431,4.59422096308521
"20154373","15-11-16",9.65907420004267,5.42140672220505
"20154483","2-87-142",2.12058340633433,1.91514441679316
"20154489","4-49-7",9.0490594339687,4.39476748797002
"20154492","79-27-35",2.36456529461244,3.55028323362322
"20154583","0-4-23",-1.44980803140117,-1.20336339786856
"20154586","24-27-143",5.64431816346236,1.54361324312908
"20154671","0-0-2",-1.44980803140136,-1.20336339786858
"20154672","2-0-2",-0.486944587707893,-1.21771059207797
"20154673","1-2-2",-1.44980803140143,-1.20336339786878
"20154674","2-0-2",-1.44980803140296,-1.20336339786952
"20154692","0-0-2",-1.44980803140108,-1.20336339786845
"20154693","0-0-0",-1.44980803140199,-1.20336339786908
"20154695","12-4-3",-1.44980803140187,-1.20336339786888
"20154696","2-0-0",-1.44980803140093,-1.20336339786835
"20154697","2-0-0",-1.44980803140202,-1.2033633978692
"20154698","4-7-7",7.73961394176,4.74899531626941
"20154699","1-0-0",-1.44980803140244,-1.20336339786931
"20154700","2-0-6",-1.44980803140117,-1.20336339786857
"20154701","2-0-0",-1.44980803140168,-1.20336339786876
"20154702","2-0-0",-1.44980803140082,-1.20336339786833
"20154703","1-2-2",-1.44980803140268,-1.20336339786953
"20154704","0-0-2",-1.44980803140133,-1.20336339786865
"20154705","2-0-6",-1.44980803140183,-1.20336339786887
"20154706","12-0-0",-1.44980803140157,-1.20336339786885
"20154707","31-12-18",7.65745469104364,3.95034620739388
"20154708","1-2-2",-1.44980803140293,-1.20336339786932
"20154709","4-7-7",8.34351685202434,4.35465605946188
"20154710","2-0-2",-1.44980803140269,-1.2033633978693
"20154711","3-6-5",-1.44980803140108,-1.20336339786851
"20154712","1-2-2",-1.44980803140348,-1.20336339787001
"20154713","2-0-6",-1.44980803140205,-1.20336339786905
"20154714","13-11-16",9.0751043818072,5.69091321652931
"20154715","11-0-0",-1.44980803140102,-1.20336339786846
"20154716","1-2-2",-1.44980803140134,-1.20336339786873
"20154717","1-2-2",-1.44980803140206,-1.20336339786912
"20154718","2-0-2",-1.44980803140192,-1.20336339786892
"20154719","1-2-2",-1.44980803140242,-1.20336339786934
"20154721","1-2-2",-1.44980803140208,-1.20336339786908
"20154722","0-10-2",-0.486944587707733,-1.2177105920778
"20154723","1-2-2",-0.486944587707625,-1.21771059207671
"20154724","2-0-111",1.11470217354726,-0.716726197279256
"20154725","0-0-3",-1.4498080314013,-1.20336339786867
"20154727","1-0-6",-1.44980803140201,-1.20336339786912
"20154728","2-3-2",-1.44980803140119,-1.20336339786861
"20154729","1-2-2",-1.44980803140249,-1.20336339786937
"20154730","2-3-2",-1.44980803140128,-1.20336339786869
"20154731","0-0-0",-1.44980803140154,-1.20336339786884
"20154732","2-0-6",-1.44980803140409,-1.20336339787032
"20154733","0-0-0",-1.44980803140261,-1.20336339786944
"20154734","12-0-0",-1.44980803140127,-1.20336339786856
"20154736","24-27-28",-0.400589310796143,1.9426427767535
"20154737","19-1-24",1.80359239250897,3.86337860521247
"20154738","12-0-0",-1.44980803140142,-1.20336339786883
"20154739","1-2-2",-1.44980803140135,-1.20336339786876
"20154740","4-7-7",7.2062663438737,4.44530512393448
"20154741","2-0-2",-1.44980803140123,-1.2033633978685
"20154742","0-10-2",-1.44980803140144,-1.20336339786874
"20154743","2-0-0",-0.486944587710104,-1.21771059208584
"20154744","2-0-6",-1.44980803140318,-1.20336339786952
"20154745","2-0-2",-1.44980803140096,-1.20336339786843
"20154746","0-1-77",0.347766448386042,2.65067934040433
"20154747","2-0-0",-1.4498080314013,-1.20336339786869
"20154748","1-4-2",-1.44980803140223,-1.20336339786917
"20154749","12-4-3",-1.44980803140127,-1.2033633978686
"20154750","0-0-0",-1.44980803140265,-1.20336339786912
"20154751","1-2-125",0.722845914298737,-1.34660219303045
"20154752","2-6-10",-1.44980803140157,-1.20336339786877
"20154753","15-12-18",7.20626634387372,4.44530512393901
"20154754","24-27-28",-0.400589310805333,1.94264277675504
"20154755","2-0-0",-1.44980803140105,-1.20336339786847
"20154756","2-0-6",-1.44980803140154,-1.2033633978688
"20154757","1-2-2",-1.44980803140158,-1.20336339786882
"20154758","2-6-0",-1.44980803140109,-1.20336339786855
"20154759","13-11-16",8.66931393051752,6.06233094106889
"20154760","2-4-6",-1.44980803140093,-1.20336339786839
"20154761","0-0-3",-1.449808031401,-1.20336339786844
"20154762","4-7-7",7.73961394176041,4.74899531627017
"20154763","1-2-2",-1.44980803140215,-1.20336339786919
"20154764","4-7-7",7.73961394176041,4.74899531627029
"20154765","0-4-2",-1.44980803140265,-1.20336339786947
"20154766","3-5-5",-1.44980803140112,-1.20336339786853
"20154767","34-89-147",6.63709965563589,4.67621371010388
"20154768","2-0-6",-1.44980803140195,-1.20336339786892
"20154770","78-0-0",-1.44980803140117,-1.2033633978686
"20154775","1-0-0",-1.44980803140135,-1.20336339786867
"20154776","12-0-0",-1.44980803140188,-1.20336339786889
"20154777","1-4-84",-0.486944587707695,-1.2177105920763
"20154778","2-0-180",-1.44980803140103,-1.20336339786852
"20154863","0-0-0",-1.44980803140203,-1.20336339786908
"20154864","1-2-2",-1.44980803140177,-1.20336339786869
"20154865","2-4-0",-1.44980803140409,-1.20336339787019
"20154866","2-3-2",-1.44980803140172,-1.20336339786888
"20154867","1-4-21",-1.47686579158368,-0.216871548115886
"20154868","2-0-2",-1.44980803140237,-1.20336339786935
"20154869","1-2-2",-1.44980803140199,-1.20336339786907
"20154871","4-7-7",7.20626634387223,4.44530512393399
"20154872","1-2-2",-1.44980803140114,-1.20336339786846
"20154873","0-0-148",-1.43207760973534,0.17006939491527
"20154874","12-4-3",-1.44980803140179,-1.20336339786898
"20154875","34-89-147",7.20626634387397,4.44530512393752
"20154876","4-7-28",-1.54804572912005,0.78349540933439
"20154877","80-1-1",-0.400589310808173,1.94264277675636
"20154878","1-0-0",-1.4498080314027,-1.20336339786925
"20154879","2-0-2",-1.44980803140168,-1.20336339786888
"20154880","0-0-3",-1.44980803140186,-1.20336339786911
"20154881","0-1-1",-0.400589310801639,1.94264277675529
"20154882","1-2-2",-1.44980803140244,-1.20336339786938
"20154883","2-4-6",-1.4498080314015,-1.20336339786882
"20154884","0-0-0",-1.44980803140138,-1.2033633978687
"20154885","1-2-2",-1.44980803140067,-1.20336339786826
"20154886","0-4-2",-1.44980803140146,-1.20336339786881
"20154887","1-2-2",-1.4498080314011,-1.20336339786849
"20154888","2-0-2",-1.44980803140103,-1.20336339786851
"20154889","0-1-1",-0.863955476294462,1.89228392576465
"20154890","19-31-8",4.03822866107136,3.20585001590117
"20154891","0-0-0",-1.44980803140256,-1.2033633978695
"20154892","1-2-2",-1.44980803140136,-1.20336339786868
"20154893","0-0-0",-1.44980803140319,-1.20336339786967
"20154894","4-7-7",8.34351685202544,4.35465605946388
"20154895","2-0-111",-0.609560256373016,-1.69941232727256
"20154896","0-0-2",-1.44980803140097,-1.20336339786847
"20154898","4-7-7",7.73961394176059,4.74899531626593
"20154900","30-0-0",-1.44980803140206,-1.20336339786917
"20154901","1-0-0",-1.44980803140129,-1.20336339786863
"20154903","2-0-2",-1.44980803140227,-1.20336339786911
"20154904","4-7-7",7.20626634387331,4.44530512393872
"20154905","2-0-2",-1.44980803140192,-1.20336339786906
"20154910","1-0-0",-1.44980803140124,-1.20336339786856
"20154911","0-0-0",-1.44980803140107,-1.20336339786848
"20154912","12-0-0",-1.44980803140098,-1.20336339786844
"20154913","2-4-6",-1.4498080314031,-1.20336339786947
"20154914","2-3-2",-1.44980803140104,-1.20336339786846
"20154915","13-11-16",9.65907420004294,5.42140672220863
"20154916","0-0-2",-1.44980803140255,-1.20336339786942
"20154917","2-0-0",-1.44980803140219,-1.20336339786912
"20154918","2-0-2",-1.44980803140144,-1.2033633978687
"20154919","0-0-3",-1.4498080314015,-1.20336339786875
"20154920","1-2-2",-1.44980803140222,-1.20336339786916
"20154921","2-0-6",-1.44980803140093,-1.20336339786833
"20154922","2-0-2",-1.44980803140179,-1.20336339786895
"20154923","4-7-7",7.73961394176182,4.74899531626826
"20154924","0-1-1",-0.400589310795731,1.94264277675349
"20154925","1-0-0",-1.44980803140343,-1.20336339786972
"20154926","2-0-2",-1.44980803140175,-1.20336339786895
"20154927","1-2-2",-1.44980803140158,-1.20336339786871
"20154928","1-2-2",-1.44980803140344,-1.20336339787003
"20154929","2-6-0",-1.44980803140322,-1.20336339786982
"20154930","0-0-11",-0.486944587707696,-1.21771059207739
"20154931","19-1-24",1.27945392805717,3.45459325707619
"20154932","1-4-2",-1.44980803140185,-1.20336339786893
"20154933","1-4-2",-1.44980803140104,-1.20336339786848
"20154934","2-3-2",-1.44980803140192,-1.20336339786897
"20154935","2-0-2",-1.44980803140166,-1.20336339786883
"20154936","1-0-0",-1.44980803140139,-1.20336339786859
"20154937","19-1-24",1.27945392805729,3.45459325707617
"20154938","2-3-2",-1.44980803140385,-1.20336339787012
"20154939","2-4-0",-1.44980803140197,-1.20336339786899
"20154940","0-4-23",-1.44980803140288,-1.20336339786955
"20154941","4-7-7",7.2062663438735,4.44530512393684
"20154978","0-1-1",-0.751973043241492,0.89463535344017
"20154980","4-12-7",8.34351685202498,4.35465605946553
"20154981","0-0-0",-1.44980803140279,-1.20336339786964
"20154982","1-2-59",-1.44980803140252,-1.20336339786916
"20154983","23-0-0",-0.486944587707676,-1.21771059207694
"20154985","4-7-7",6.78068795120637,3.37105250965066
"20154986","13-11-16",9.59605621583473,6.57739985053625
"20154987","1-2-2",-1.4498080314043,-1.20336339787022
"20154988","24-27-28",-0.283667313128937,3.04224653228958
"20154989","0-0-2",-1.4498080314014,-1.20336339786875
"20154990","1-4-2",-1.44980803140201,-1.20336339786909
"20154991","1-0-0",-1.4498080314031,-1.20336339786959
"20154992","0-4-2",-1.4498080314021,-1.2033633978691
"20154993","2-3-2",-1.44980803140277,-1.2033633978693
"20154994","3-5-5",-0.486944587708146,-1.21771059207937
"20154995","1-2-2",-1.44980803140121,-1.20336339786857
"20154996","2-0-2",-1.44980803140183,-1.20336339786902
"20154997","2-6-0",-1.44980803140301,-1.20336339786956
"20154998","1-2-2",-1.44980803140126,-1.20336339786859
"20154999","9-0-3",-1.44980803140387,-1.20336339786993
"20155000","0-0-2",-1.44980803140238,-1.20336339786933
"20155001","13-11-16",9.59605621583884,6.57739985053786
"20155002","0-0-0",-1.44980803140167,-1.20336339786889
"20155003","2-3-2",-1.44980803140227,-1.20336339786914
"20155004","19-1-24",1.27945392805519,3.45459325707698
"20155005","11-0-0",-1.55194737252627,4.82316201800063
"20155006","0-1-1",0.391763637562835,2.03698579472366
"20155007","1-4-2",-1.44980803140352,-1.2033633978697
"20155008","1-4-2",-1.4498080314021,-1.20336339786906
"20155009","2-0-2",-1.44980803140139,-1.20336339786871
"20155010","24-27-11",0.90951025008441,2.4403961843143
"20155011","0-1-1",-0.262123299905249,2.39594022262923
"20155012","0-0-2",-0.0487497828391022,-1.24879820758885
"20155013","0-10-14",-0.25505788418131,0.898097768096007
"20155014","2-6-0",-1.44980803140223,-1.20336339786924
"20155166","2-0-3",-1.44980803140209,-1.20336339786916
"20155167","0-1-1",-0.863955476293097,1.89228392576483
"20155169","2-4-6",-1.44980803140128,-1.2033633978687
"20155170","0-0-2",-1.44980803140144,-1.20336339786867
"20155171","1-4-2",-1.44980803140188,-1.2033633978689
"20155172","1-0-0",-1.44980803140085,-1.20336339786838
"20155173","1-2-2",-1.44980803140104,-1.20336339786849
"20155175","12-0-0",-1.47686579157448,-0.216871548115634
"20155176","0-0-2",-1.44980803140107,-1.2033633978685
"20155177","1-4-2",-1.44980803140162,-1.2033633978688
"20155178","0-1-48",0.99159020148626,2.38639321998442
"20155179","12-0-0",-1.44980803140303,-1.20336339786979
"20155181","1-2-2",-1.4498080314032,-1.20336339786984
"20155182","2-6-0",-0.486944587707779,-1.21771059207849
"20155183","0-0-17",-1.44980803140342,-1.20336339786973
"20155184","2-6-0",-1.44980803140196,-1.203363397869
"20155185","0-0-3",-1.4498080314012,-1.20336339786861
"20155186","6-7-8",4.94657545565444,3.89802818423747
"20155187","1-0-0",-1.44980803140133,-1.20336339786872
"20155190","19-1-24",1.43702195488601,2.4681371836499
"20155191","0-0-0",-1.44980803140207,-1.20336339786917
"20155192","1-2-2",-1.4498080314008,-1.20336339786827
"20155246","24-27-28",-0.400589310795365,1.94264277675293
"20155247","24-27-28",-0.765711353370112,2.07332442000982
"20155248","7-8-9",1.97792975225125,3.52591594814335
"20155249","1-4-2",-1.44980803140348,-1.20336339786968
"20155250","2-0-6",-1.4498080314025,-1.20336339786932
"20155251","1-2-2",-1.44980803140182,-1.20336339786895
"20155252","4-7-7",7.2062663438733,4.44530512393937
"20155253","1-2-2",-1.44980803140136,-1.20336339786868
"20155254","2-0-2",-1.44980803140247,-1.20336339786929
"20155255","23-0-3",-1.44980803140092,-1.20336339786839
"20155256","2-6-0",-1.44980803140199,-1.20336339786902
"20155258","0-1-1",-0.863955476292817,1.89228392576466
"20155259","0-0-2",-1.44980803140284,-1.20336339786967
"20155260","12-4-3",-1.44980803140095,-1.20336339786845
"20155277","0-1-1",-0.863955476299996,1.89228392576492
"20155279","0-1-1",0.391763637570157,2.03698579472055
"20155280","19-1-24",1.27945392805382,3.45459325707851
"20155281","2-0-2",-1.44980803140446,-1.20336339787035
"20155282","2-0-2",-1.4498080314009,-1.20336339786833
"20155283","3-5-5",-1.44980803140131,-1.20336339786866
"20155284","67-27-35",1.43702195489733,2.4681371836415
"20155285","4-7-7",7.20626634387354,4.44530512393781
"20155286","2-3-2",-1.44980803140114,-1.20336339786858
"20155287","0-0-2",-1.44980803140211,-1.203363397869
"20155288","1-0-6",-1.44980803140222,-1.20336339786924
"20155289","1-0-0",-1.44980803140238,-1.20336339786921
"20155290","2-4-6",-1.44980803140333,-1.20336339786986
"20155291","2-0-0",-1.44980803140213,-1.20336339786921
"20155292","8-0-11",0.100681228881866,1.07816929269833
"20155293","12-0-0",-0.673426895278581,-0.067113218699233
"20155294","1-0-0",-1.4498080314014,-1.20336339786873
"20155295","1-2-2",-1.44980803140125,-1.20336339786858
"20155296","1-0-0",-1.44980803140435,-1.20336339787034
"20155297","24-27-28",-0.400589310805079,1.9426427767549
"20155298","19-34-44",1.43702195489924,2.46813718363964
"20155299","2-0-3",-1.44980803140111,-1.2033633978685
"20155300","9-4-3",-1.44980803140216,-1.20336339786916
"20155301","4-7-7",7.73961394175839,4.74899531627142
"20155302","2-0-6",-1.44980803140122,-1.20336339786852
"20155303","2-0-6",-1.4498080314027,-1.20336339786913
"20155304","1-0-0",-1.44980803140447,-1.20336339787031
"20155305","2-3-166",-1.44980803140202,-1.20336339786911
"20155306","24-27-28",-0.400589310809892,1.94264277675625
"20155307","2-0-2",-1.44980803140137,-1.20336339786862
"20155308","1-2-2",-1.44980803140238,-1.20336339786934
"20155309","2-0-3",-1.44980803140127,-1.20336339786856
"20155310","0-40-2",-1.44980803140112,-1.20336339786859
"20155311","24-27-165",-0.486944587708635,-1.21771059208123
"20155312","2-0-2",-1.4498080314034,-1.20336339786982
"20155314","2-0-6",-1.44980803140328,-1.20336339786967
"20155315","17-16-47",6.49478492607106,5.31557656947538
"20155316","19-1-24",1.27945392804519,3.45459325708201
"20155317","0-1-1",-0.400589310795198,1.94264277675339
"20155318","2-3-2",-1.44980803140163,-1.20336339786886
"20155319","2-0-6",-1.44980803140091,-1.20336339786843
"20155320","1-2-2",-1.44980803140174,-1.20336339786896
"20155321","8-0-11",-1.47686579157383,-0.216871548115641
"20155322","2-0-2",-1.4498080314023,-1.20336339786935
"20155323","19-31-8",4.94657545565472,3.89802818423861
"20155325","19-1-24",1.27945392805394,3.45459325707855
"20155326","1-4-2",-1.44980803140209,-1.2033633978692
"20155327","2-3-2",-1.44980803140147,-1.20336339786872
"20155328","13-11-16",9.59605621583676,6.57739985053749
"20155329","2-3-2",-1.4498080314036,-1.20336339786966
"20155331","8-0-11",-0.67342689527562,-0.0671132187007419
"20155332","1-2-2",-1.44980803140154,-1.20336339786881
"20155333","0-10-2",-1.44980803140106,-1.20336339786844
"20155334","2-3-2",-1.44980803140329,-1.20336339786974
"20155335","23-0-0",-1.44980803140143,-1.20336339786846
"20155336","0-0-2",-1.44980803140115,-1.20336339786862
"20155337","0-26-2",-1.44980803140107,-1.20336339786853
"20155338","2-6-0",-1.44980803140245,-1.20336339786933
"20155340","2-0-6",-1.44980803140163,-1.20336339786869
"20155341","4-7-7",8.34351685202432,4.35465605946304
"20155342","3-5-5",-1.44980803140107,-1.20336339786853
"20155343","3-5-5",-1.44980803140319,-1.20336339786951
"20155344","9-4-3",-1.4498080314036,-1.20336339786987
"20155345","12-0-0",-1.44980803140148,-1.20336339786875
"20155348","0-0-0",-1.44980803140083,-1.20336339786831
"20155349","1-0-0",-1.44980803140121,-1.20336339786864
"20155350","79-27-35",1.5685885134911,2.06153814717598
"20155351","2-0-2",-1.44980803140141,-1.20336339786873
"20155352","8-0-11",-0.751973043244395,0.894635353441182
"20155353","23-0-3",-1.44980803140173,-1.20336339786886
"20155354","2-6-0",-1.44980803140408,-1.20336339787021
"20155424","4-7-7",7.73961394176082,4.74899531626907
"20155425","2-6-0",-1.47686579157885,-0.216871548115925
"20155426","2-3-2",-1.44980803140132,-1.20336339786854
"20155427","13-11-16",9.59605621583861,6.57739985053632
"20155428","0-2-0",-1.44980803140215,-1.20336339786911
"20155429","2-0-3",-1.44980803140168,-1.20336339786864
"20155430","0-0-2",-1.44980803140154,-1.20336339786864
"20155431","2-0-2",-1.44980803140195,-1.20336339786911
"20155432","2-4-0",-1.4498080314021,-1.2033633978691
"20155433","1-2-2",-1.44980803140097,-1.20336339786847
"20155434","1-2-2",-1.44980803140138,-1.20336339786867
"20155435","23-0-139",-1.47686579157686,-0.216871548115793
"20155436","4-7-7",7.20626634387322,4.44530512393731
"20155437","2-3-2",-1.44980803140108,-1.20336339786845
"20155438","12-0-0",-1.4498080314035,-1.20336339786979
"20155439","0-29-11",0.100681228891486,1.07816929269334
"20155440","2-0-2",-1.4498080314023,-1.20336339786925
"20155441","2-0-2",-1.44980803140166,-1.20336339786887
"20155442","1-2-2",-1.4498080314017,-1.20336339786893
"20155443","0-1-1",-0.863955476296495,1.89228392576467
"20155444","2-0-3",-1.44980803140209,-1.20336339786908
"20155445","2-3-2",-1.44980803140352,-1.20336339786976
"20155447","2-103-171",0.391763637577015,2.03698579471685
"20155448","1-2-2",-1.44980803140095,-1.20336339786839
"20155449","1-0-0",-1.44980803140137,-1.20336339786859
"20155450","2-0-3",-1.44980803140324,-1.20336339786996
"20155451","2-0-2",-1.44980803140218,-1.20336339786922
"20155452","0-0-0",-1.44980803140197,-1.20336339786898
"20155453","2-3-2",-1.44980803140136,-1.20336339786865
"20155454","4-7-7",0.689434706254589,0.782170918946819
"20155455","0-0-2",-1.44980803140199,-1.2033633978691
"20155456","2-3-2",-1.44980803140216,-1.20336339786911
"20155457","1-2-2",-1.4498080314011,-1.20336339786855
"20155458","9-0-3",-1.44980803140101,-1.20336339786843
"20155459","2-0-2",-1.44980803140146,-1.20336339786858
